Year,County,Ten-Year Age Groups Code,Gender,Race,Deaths,Population,Crude Rate,,,Ten-Year Age Groups Code
2016,"Fresno County, CA",55-64,Female,White,294,42055,699.08453,,,55-64
2016,"Fresno County, CA",55-64,Male,Asian or Pacific Islander,42,5059,830.2036,,,55-64
2016,"Fresno County, CA",55-64,Male,Black or African American,51,2755,1851.17967,,,55-64
2016,"Fresno County, CA",55-64,Male,White,492,40178,1224.55075,,,55-64
2016,"Fresno County, CA",65-74,Female,Asian or Pacific Islander,36,3469,1037.76304,,,65-74
2016,"Fresno County, CA",65-74,Female,Black or African American,36,1689,2131.43872,,,65-74
2016,"Fresno County, CA",65-74,Female,White,422,29679,1421.88079,,,65-74
2016,"Fresno County, CA",65-74,Male,Asian or Pacific Islander,59,3041,1940.15127,,,65-74
2016,"Fresno County, CA",65-74,Male,Black or African American,43,1404,3062.67806,,,65-74
2016,"Fresno County, CA",65-74,Male,White,626,26692,2345.27199,,,65-74
2016,"Fresno County, CA",75-84,Female,Asian or Pacific Islander,42,1846,2275.1896,,,75-84
2016,"Fresno County, CA",75-84,Female,Black or African American,25,757,3302.50991,,,75-84
2016,"Fresno County, CA",75-84,Female,White,622,15745,3950.46046,,,75-84
2016,"Fresno County, CA",75-84,Male,Asian or Pacific Islander,63,1364,4618.76833,,,75-84
2016,"Fresno County, CA",75-84,Male,Black or African American,37,582,6357.38832,,,75-84
2016,"Fresno County, CA",75-84,Male,White,603,12056,5001.65893,,,75-84
2016,"Fresno County, CA",85+,Female,Asian or Pacific Islander,104,1049,9914.204,,,85+
2016,"Fresno County, CA",85+,Female,Black or African American,45,358,12569.8324,,,85+
2016,"Fresno County, CA",85+,Female,White,1039,8393,12379.36376,,,85+
2016,"Fresno County, CA",85+,Male,Asian or Pacific Islander,72,613,11745.51387,,,85+
2016,"Fresno County, CA",85+,Male,Black or African American,25,164,15243.90244,,,85+
2016,"Fresno County, CA",85+,Male,White,739,4869,15177.65455,,,85+
2016,"Glenn County, CA",55-64,Female,White,13,1621,Unreliable,,,55-64
2016,"Glenn County, CA",55-64,Male,White,18,1641,Unreliable,,,55-64
2016,"Glenn County, CA",65-74,Female,White,16,1149,Unreliable,,,65-74
2016,"Glenn County, CA",65-74,Male,White,21,1142,1838.87916,,,65-74
2016,"Glenn County, CA",75-84,Female,White,23,663,3469.07994,,,75-84
2016,"Glenn County, CA",75-84,Male,White,29,608,4769.73684,,,75-84
2016,"Glenn County, CA",85+,Female,White,55,333,16516.51652,,,85+
2016,"Glenn County, CA",85+,Male,White,42,197,21319.79695,,,85+
2016,"Humboldt County, CA",15-24,Male,White,10,8938,Unreliable,,,15-24
2016,"Humboldt County, CA",25-34,Female,White,10,7480,Unreliable,,,25-34
2016,"Humboldt County, CA",25-34,Male,White,17,8059,Unreliable,,,25-34
2016,"Humboldt County, CA",35-44,Female,White,11,7059,Unreliable,,,35-44
2016,"Humboldt County, CA",35-44,Male,White,30,7816,383.82805,,,35-44
2016,"Humboldt County, CA",45-54,Female,White,43,6453,666.35673,,,45-54
2016,"Humboldt County, CA",45-54,Male,White,40,6854,583.60082,,,45-54
2016,"Humboldt County, CA",55-64,Female,American Indian or Alaska Native,11,612,Unreliable,,,55-64
2016,"Humboldt County, CA",55-64,Female,White,88,9058,971.51689,,,55-64
2016,"Humboldt County, CA",55-64,Male,American Indian or Alaska Native,11,435,Unreliable,,,55-64
2016,"Humboldt County, CA",55-64,Male,White,115,8371,1373.79047,,,55-64
2016,"Humboldt County, CA",65-74,Female,White,104,6808,1527.61457,,,65-74
2016,"Humboldt County, CA",65-74,Male,American Indian or Alaska Native,15,266,Unreliable,,,65-74
2016,"Humboldt County, CA",65-74,Male,White,153,6486,2358.92692,,,65-74
2016,"Humboldt County, CA",75-84,Female,White,125,2853,4381.35296,,,75-84
2016,"Humboldt County, CA",75-84,Male,White,148,2403,6158.96796,,,75-84
2016,"Humboldt County, CA",85+,Female,White,221,1640,13475.60976,,,85+
2016,"Humboldt County, CA",85+,Male,White,135,931,14500.53706,,,85+
2016,"Imperial County, CA",25-34,Male,White,19,12785,Unreliable,,,25-34
2016,"Imperial County, CA",35-44,Male,White,28,9833,284.75542,,,35-44
2016,"Imperial County, CA",45-54,Female,White,32,9618,332.7095,,,45-54
2016,"Imperial County, CA",45-54,Male,White,54,9146,590.42204,,,45-54
2016,"Imperial County, CA",55-64,Female,White,34,9037,376.23105,,,55-64
2016,"Imperial County, CA",55-64,Male,White,98,8004,1224.38781,,,55-64
2016,"Imperial County, CA",65-74,Female,White,66,6296,1048.28463,,,65-74
2016,"Imperial County, CA",65-74,Male,White,119,5284,2252.08176,,,65-74
2016,"Imperial County, CA",75-84,Female,White,127,3779,3360.67743,,,75-84
2016,"Imperial County, CA",75-84,Male,White,126,2795,4508.05009,,,75-84
2016,"Imperial County, CA",85+,Female,White,165,1797,9181.96995,,,85+
2016,"Imperial County, CA",85+,Male,White,130,1205,10788.38174,,,85+
2016,"Inyo County, CA",55-64,Female,White,12,1320,Unreliable,,,55-64
2016,"Inyo County, CA",55-64,Male,White,15,1318,Unreliable,,,55-64
2016,"Inyo County, CA",65-74,Female,White,15,993,Unreliable,,,65-74
2016,"Inyo County, CA",65-74,Male,White,23,1039,2213.66699,,,65-74
2016,"Inyo County, CA",75-84,Female,White,30,608,4934.21053,,,75-84
2016,"Inyo County, CA",75-84,Male,White,20,581,3442.34079,,,75-84
2016,"Inyo County, CA",85+,Female,White,41,335,12238.80597,,,85+
2016,"Inyo County, CA",85+,Male,White,22,210,10476.19048,,,85+
2016,"Kern County, CA",1,Female,White,27,5690,474.5167,,,1
2016,"Kern County, CA",1,Male,White,31,5921,523.56021,,,1
2016,"Kern County, CA",5-14,Male,White,14,61910,Unreliable,,,43965
2016,"Kern County, CA",15-24,Female,White,21,52963,39.65032,,,15-24
2016,"Kern County, CA",15-24,Male,Black or African American,16,6376,Unreliable,,,15-24
2016,"Kern County, CA",15-24,Male,White,74,58744,125.97031,,,15-24
2016,"Kern County, CA",25-34,Female,White,47,52240,89.96937,,,25-34
2016,"Kern County, CA",25-34,Male,White,102,61345,166.27272,,,25-34
2016,"Kern County, CA",35-44,Female,White,66,43662,151.16119,,,35-44
2016,"Kern County, CA",35-44,Male,Black or African American,18,4147,Unreliable,,,35-44
2016,"Kern County, CA",35-44,Male,White,138,48960,281.86275,,,35-44
2016,"Kern County, CA",45-54,Female,Black or African American,23,2935,783.64566,,,45-54
2016,"Kern County, CA",45-54,Female,White,160,42028,380.69858,,,45-54
2016,"Kern County, CA",45-54,Male,Asian or Pacific Islander,10,2996,Unreliable,,,45-54
2016,"Kern County, CA",45-54,Male,Black or African American,30,3611,830.79479,,,45-54
2016,"Kern County, CA",45-54,Male,White,283,44257,639.44687,,,45-54
2016,"Kern County, CA",55-64,Female,Black or African American,39,2602,1498.84704,,,55-64
2016,"Kern County, CA",55-64,Female,White,331,38818,852.6972,,,55-64
2016,"Kern County, CA",55-64,Male,American Indian or Alaska Native,12,1287,Unreliable,,,55-64
2016,"Kern County, CA",55-64,Male,Asian or Pacific Islander,22,2954,744.75288,,,55-64
2016,"Kern County, CA",55-64,Male,Black or African American,45,2663,1689.82351,,,55-64
2016,"Kern County, CA",55-64,Male,White,504,39201,1285.68149,,,55-64
2016,"Kern County, CA",65-74,Female,Asian or Pacific Islander,17,2047,Unreliable,,,65-74
2016,"Kern County, CA",65-74,Female,Black or African American,33,1422,2320.67511,,,65-74
2016,"Kern County, CA",65-74,Female,White,448,24868,1801.51198,,,65-74
2016,"Kern County, CA",65-74,Male,Asian or Pacific Islander,31,1733,1788.80554,,,65-74
2016,"Kern County, CA",65-74,Male,Black or African American,41,1292,3173.37461,,,65-74
2016,"Kern County, CA",65-74,Male,White,581,22825,2545.45455,,,65-74
2016,"Kern County, CA",75-84,Female,Asian or Pacific Islander,27,912,2960.52632,,,75-84
2016,"Kern County, CA",75-84,Female,Black or African American,34,619,5492.73021,,,75-84
2016,"Kern County, CA",75-84,Female,White,582,12627,4609.17082,,,75-84
2016,"Kern County, CA",75-84,Male,Asian or Pacific Islander,29,730,3972.60274,,,75-84
2016,"Kern County, CA",75-84,Male,Black or African American,28,482,5809.12863,,,75-84
2016,"Kern County, CA",75-84,Male,White,631,10551,5980.47578,,,75-84
2016,"Kern County, CA",85+,Female,American Indian or Alaska Native,11,109,Unreliable,,,85+
2016,"Kern County, CA",85+,Female,Asian or Pacific Islander,30,362,8287.29282,,,85+
2016,"Kern County, CA",85+,Female,Black or African American,35,275,12727.27273,,,85+
2016,"Kern County, CA",85+,Female,White,765,5500,13909.09091,,,85+
2016,"Kern County, CA",85+,Male,Black or African American,10,102,Unreliable,,,85+
2016,"Kern County, CA",85+,Male,White,545,3217,16941.24961,,,85+
2016,"Kings County, CA",25-34,Female,White,10,8482,Unreliable,,,25-34
2016,"Kings County, CA",25-34,Male,White,17,12010,Unreliable,,,25-34
2016,"Kings County, CA",35-44,Male,White,14,9760,Unreliable,,,35-44
2016,"Kings County, CA",45-54,Female,White,18,6279,Unreliable,,,45-54
2016,"Kings County, CA",45-54,Male,White,51,8345,611.1444,,,45-54
2016,"Kings County, CA",55-64,Female,White,43,5442,790.15068,,,55-64
2016,"Kings County, CA",55-64,Male,White,60,6317,949.81795,,,55-64
2016,"Kings County, CA",65-74,Female,White,58,3699,1567.99135,,,65-74
2016,"Kings County, CA",65-74,Male,White,87,3591,2422.72348,,,65-74
2016,"Kings County, CA",75-84,Female,White,71,2142,3314.6592,,,75-84
2016,"Kings County, CA",75-84,Male,Black or African American,12,101,Unreliable,,,75-84
2016,"Kings County, CA",75-84,Male,White,84,1679,5002.97796,,,75-84
2016,"Kings County, CA",85+,Female,White,106,918,11546.84096,,,85+
2016,"Kings County, CA",85+,Male,White,83,568,14612.67606,,,85+
2016,"Lake County, CA",45-54,Female,White,30,3797,790.09745,,,45-54
2016,"Lake County, CA",45-54,Male,White,31,3611,858.48795,,,45-54
2016,"Lake County, CA",55-64,Female,White,51,5211,978.69891,,,55-64
2016,"Lake County, CA",55-64,Male,White,70,4722,1482.4227,,,55-64
2016,"Lake County, CA",65-74,Female,White,89,4056,2194.28008,,,65-74
2016,"Lake County, CA",65-74,Male,White,114,4103,2778.45479,,,65-74
2016,"Lake County, CA",75-84,Female,White,68,1847,3681.64591,,,75-84
2016,"Lake County, CA",75-84,Male,White,100,1742,5740.52813,,,75-84
2016,"Lake County, CA",85+,Female,White,115,746,15415.5496,,,85+
2016,"Lake County, CA",85+,Male,White,87,558,15591.39785,,,85+
2016,"Lassen County, CA",45-54,Male,White,11,2175,Unreliable,,,45-54
2016,"Lassen County, CA",55-64,Female,White,14,1674,Unreliable,,,55-64
2016,"Lassen County, CA",55-64,Male,White,27,1836,1470.58824,,,55-64
2016,"Lassen County, CA",65-74,Female,White,30,1110,2702.7027,,,65-74
2016,"Lassen County, CA",65-74,Male,White,30,1229,2441.00895,,,65-74
2016,"Lassen County, CA",75-84,Female,White,19,535,Unreliable,,,75-84
2016,"Lassen County, CA",75-84,Male,White,20,512,3906.25,,,75-84
2016,"Lassen County, CA",85+,Female,White,40,281,14234.87544,,,85+
2016,"Lassen County, CA",85+,Male,White,20,204,9803.92157,,,85+
2016,"Los Angeles County, CA",1,Female,Asian or Pacific Islander,26,7925,328.07571,,,1
2016,"Los Angeles County, CA",1,Female,Black or African American,44,6192,710.59432,,,1
2016,"Los Angeles County, CA",1,Female,White,156,46874,332.8071,,,1
2016,"Los Angeles County, CA",1,Male,Asian or Pacific Islander,29,8385,345.85569,,,1
2016,"Los Angeles County, CA",1,Male,Black or African American,53,6486,817.14462,,,1
2016,"Los Angeles County, CA",1,Male,White,213,48882,435.74322,,,1
2016,"Los Angeles County, CA",1-4,Female,White,32,185108,17.28721,,,43834
2016,"Los Angeles County, CA",1-4,Male,Black or African American,11,22908,Unreliable,,,43834
2016,"Los Angeles County, CA",1-4,Male,White,23,193763,11.87017,,,43834
2016,"Los Angeles County, CA",5-14,Female,White,36,460639,7.81523,,,43965
2016,"Los Angeles County, CA",5-14,Male,White,41,480308,8.53619,,,43965
2016,"Los Angeles County, CA",15-24,Female,Asian or Pacific Islander,20,93086,21.48551,,,15-24
2016,"Los Angeles County, CA",15-24,Female,Black or African American,35,69572,50.3076,,,15-24
2016,"Los Angeles County, CA",15-24,Female,White,139,509887,27.26094,,,15-24
2016,"Los Angeles County, CA",15-24,Male,Asian or Pacific Islander,47,97499,48.20562,,,15-24
2016,"Los Angeles County, CA",15-24,Male,Black or African American,97,70261,138.05667,,,15-24
2016,"Los Angeles County, CA",15-24,Male,White,469,525851,89.18876,,,15-24
2016,"Los Angeles County, CA",25-34,Female,Asian or Pacific Islander,27,135454,19.93297,,,25-34
2016,"Los Angeles County, CA",25-34,Female,Black or African American,56,79569,70.37917,,,25-34
2016,"Los Angeles County, CA",25-34,Female,White,244,563878,43.27177,,,25-34
2016,"Los Angeles County, CA",25-34,Male,Asian or Pacific Islander,71,128050,55.44709,,,25-34
2016,"Los Angeles County, CA",25-34,Male,Black or African American,181,76281,237.28058,,,25-34
2016,"Los Angeles County, CA",25-34,Male,White,749,600608,124.70696,,,25-34
2016,"Los Angeles County, CA",35-44,Female,Asian or Pacific Islander,72,126923,56.72731,,,35-44
2016,"Los Angeles County, CA",35-44,Female,Black or African American,95,63929,148.60236,,,35-44
2016,"Los Angeles County, CA",35-44,Female,White,409,490067,83.45798,,,35-44
2016,"Los Angeles County, CA",35-44,Male,Asian or Pacific Islander,110,108321,101.55002,,,35-44
2016,"Los Angeles County, CA",35-44,Male,Black or African American,197,56451,348.97522,,,35-44
2016,"Los Angeles County, CA",35-44,Male,White,926,512414,180.71325,,,35-44
2016,"Los Angeles County, CA",45-54,Female,American Indian or Alaska Native,10,11711,Unreliable,,,45-54
2016,"Los Angeles County, CA",45-54,Female,Asian or Pacific Islander,179,125637,142.47395,,,45-54
2016,"Los Angeles County, CA",45-54,Female,Black or African American,325,72785,446.52057,,,45-54
2016,"Los Angeles County, CA",45-54,Female,White,992,488745,202.96883,,,45-54
2016,"Los Angeles County, CA",45-54,Male,American Indian or Alaska Native,20,12130,164.88046,,,45-54
2016,"Los Angeles County, CA",45-54,Male,Asian or Pacific Islander,248,104421,237.50012,,,45-54
2016,"Los Angeles County, CA",45-54,Male,Black or African American,429,63239,678.37885,,,45-54
2016,"Los Angeles County, CA",45-54,Male,White,1927,505224,381.41498,,,45-54
2016,"Los Angeles County, CA",55-64,Female,American Indian or Alaska Native,15,8771,Unreliable,,,55-64
2016,"Los Angeles County, CA",55-64,Female,Asian or Pacific Islander,372,121996,304.92803,,,55-64
2016,"Los Angeles County, CA",55-64,Female,Black or African American,674,65528,1028.56794,,,55-64
2016,"Los Angeles County, CA",55-64,Female,White,2165,421054,514.18583,,,55-64
2016,"Los Angeles County, CA",55-64,Male,American Indian or Alaska Native,33,8591,384.12292,,,55-64
2016,"Los Angeles County, CA",55-64,Male,Asian or Pacific Islander,524,97485,537.51859,,,55-64
2016,"Los Angeles County, CA",55-64,Male,Black or African American,932,56052,1662.74174,,,55-64
2016,"Los Angeles County, CA",55-64,Male,White,3621,408887,885.57474,,,55-64
2016,"Los Angeles County, CA",65-74,Female,American Indian or Alaska Native,21,4630,453.56371,,,65-74
2016,"Los Angeles County, CA",65-74,Female,Asian or Pacific Islander,554,81681,678.24831,,,65-74
2016,"Los Angeles County, CA",65-74,Female,Black or African American,797,41807,1906.37931,,,65-74
2016,"Los Angeles County, CA",65-74,Female,White,3248,276692,1173.86842,,,65-74
2016,"Los Angeles County, CA",65-74,Male,American Indian or Alaska Native,39,3927,993.12452,,,65-74
2016,"Los Angeles County, CA",65-74,Male,Asian or Pacific Islander,764,64503,1184.44103,,,65-74
2016,"Los Angeles County, CA",65-74,Male,Black or African American,935,30132,3103.01341,,,65-74
2016,"Los Angeles County, CA",65-74,Male,White,4478,238868,1874.67555,,,65-74
2016,"Los Angeles County, CA",75-84,Female,American Indian or Alaska Native,33,1994,1654.96489,,,75-84
2016,"Los Angeles County, CA",75-84,Female,Asian or Pacific Islander,916,44302,2067.62674,,,75-84
2016,"Los Angeles County, CA",75-84,Female,Black or African American,902,23166,3893.63723,,,75-84
2016,"Los Angeles County, CA",75-84,Female,White,5072,150394,3372.47497,,,75-84
2016,"Los Angeles County, CA",75-84,Male,American Indian or Alaska Native,22,1498,1468.62483,,,75-84
2016,"Los Angeles County, CA",75-84,Male,Asian or Pacific Islander,1037,32405,3200.12344,,,75-84
2016,"Los Angeles County, CA",75-84,Male,Black or African American,935,14973,6244.57357,,,75-84
2016,"Los Angeles County, CA",75-84,Male,White,5270,112567,4681.65626,,,75-84
2016,"Los Angeles County, CA",85+,Female,American Indian or Alaska Native,35,864,4050.92593,,,85+
2016,"Los Angeles County, CA",85+,Female,Asian or Pacific Islander,1808,23109,7823.7916,,,85+
2016,"Los Angeles County, CA",85+,Female,Black or African American,1121,10269,10916.35018,,,85+
2016,"Los Angeles County, CA",85+,Female,White,9780,84454,11580.26855,,,85+
2016,"Los Angeles County, CA",85+,Male,American Indian or Alaska Native,17,487,Unreliable,,,85+
2016,"Los Angeles County, CA",85+,Male,Asian or Pacific Islander,1211,13443,9008.40586,,,85+
2016,"Los Angeles County, CA",85+,Male,Black or African American,616,4737,13004.01098,,,85+
2016,"Los Angeles County, CA",85+,Male,White,6437,47671,13502.96826,,,85+
2016,"Madera County, CA",15-24,Male,White,14,9769,Unreliable,,,15-24
2016,"Madera County, CA",25-34,Male,White,17,8836,Unreliable,,,25-34
2016,"Madera County, CA",35-44,Female,White,11,8711,Unreliable,,,35-44
2016,"Madera County, CA",35-44,Male,White,29,7690,377.11313,,,35-44
2016,"Madera County, CA",45-54,Female,White,22,8244,266.86075,,,45-54
2016,"Madera County, CA",45-54,Male,White,35,7630,458.7156,,,45-54
2016,"Madera County, CA",55-64,Female,White,60,8009,749.1572,,,55-64
2016,"Madera County, CA",55-64,Male,White,86,7383,1164.83814,,,55-64
2016,"Madera County, CA",65-74,Female,White,82,5894,1391.24533,,,65-74
2016,"Madera County, CA",65-74,Male,White,124,5549,2234.63687,,,65-74
2016,"Madera County, CA",75-84,Female,White,99,2926,3383.45865,,,75-84
2016,"Madera County, CA",75-84,Male,Black or African American,10,93,Unreliable,,,75-84
2016,"Madera County, CA",75-84,Male,White,143,2608,5483.12883,,,75-84
2016,"Madera County, CA",85+,Female,White,167,1217,13722.26787,,,85+
2016,"Madera County, CA",85+,Male,White,123,837,14695.3405,,,85+
2016,"Marin County, CA",15-24,Male,White,18,11578,Unreliable,,,15-24
2016,"Marin County, CA",35-44,Male,White,13,13364,Unreliable,,,35-44
2016,"Marin County, CA",45-54,Female,White,28,18452,151.74507,,,45-54
2016,"Marin County, CA",45-54,Male,White,38,17971,211.45178,,,45-54
2016,"Marin County, CA",55-64,Female,White,60,19145,313.39775,,,55-64
2016,"Marin County, CA",55-64,Male,White,99,17326,571.39559,,,55-64
2016,"Marin County, CA",65-74,Female,White,100,15634,639.63157,,,65-74
2016,"Marin County, CA",65-74,Male,White,173,13624,1269.81797,,,65-74
2016,"Marin County, CA",75-84,Female,Asian or Pacific Islander,12,470,Unreliable,,,75-84
2016,"Marin County, CA",75-84,Female,White,196,7298,2685.66731,,,75-84
2016,"Marin County, CA",75-84,Male,White,218,5982,3644.26613,,,75-84
2016,"Marin County, CA",85+,Female,Asian or Pacific Islander,14,280,Unreliable,,,85+
2016,"Marin County, CA",85+,Female,White,513,4720,10868.64407,,,85+
2016,"Marin County, CA",85+,Male,Asian or Pacific Islander,18,169,Unreliable,,,85+
2016,"Marin County, CA",85+,Male,White,310,2551,12152.09722,,,85+
2016,"Mariposa County, CA",45-54,Female,White,12,955,Unreliable,,,45-54
2016,"Mariposa County, CA",55-64,Male,White,15,1520,Unreliable,,,55-64
2016,"Mariposa County, CA",65-74,Female,White,19,1241,Unreliable,,,65-74
2016,"Mariposa County, CA",65-74,Male,White,21,1306,1607.96325,,,65-74
2016,"Mariposa County, CA",75-84,Female,White,27,599,4507.51252,,,75-84
2016,"Mariposa County, CA",75-84,Male,White,34,645,5271.31783,,,75-84
2016,"Mariposa County, CA",85+,Female,White,35,275,12727.27273,,,85+
2016,"Mariposa County, CA",85+,Male,White,17,189,Unreliable,,,85+
2016,"Mendocino County, CA",25-34,Male,White,11,4391,Unreliable,,,25-34
2016,"Mendocino County, CA",35-44,Male,White,11,4590,Unreliable,,,35-44
2016,"Mendocino County, CA",45-54,Female,White,17,4618,Unreliable,,,45-54
2016,"Mendocino County, CA",45-54,Male,White,22,4636,474.54702,,,45-54
2016,"Mendocino County, CA",55-64,Female,White,37,6366,581.21269,,,55-64
2016,"Mendocino County, CA",55-64,Male,White,75,5959,1258.60044,,,55-64
2016,"Mendocino County, CA",65-74,Female,White,67,5563,1204.38612,,,65-74
2016,"Mendocino County, CA",65-74,Male,White,114,5352,2130.04484,,,65-74
2016,"Mendocino County, CA",75-84,Female,White,81,2164,3743.06839,,,75-84
2016,"Mendocino County, CA",75-84,Male,White,112,1908,5870.02096,,,75-84
2016,"Mendocino County, CA",85+,Female,White,147,1347,10913.14031,,,85+
2016,"Mendocino County, CA",85+,Male,White,97,670,14477.61194,,,85+
2016,"Merced County, CA",15-24,Male,White,21,18280,114.87965,,,15-24
2016,"Merced County, CA",25-34,Female,White,10,15119,Unreliable,,,25-34
2016,"Merced County, CA",25-34,Male,White,33,16330,202.08206,,,25-34
2016,"Merced County, CA",35-44,Female,White,18,13882,Unreliable,,,35-44
2016,"Merced County, CA",35-44,Male,White,34,13866,245.2041,,,35-44
2016,"Merced County, CA",45-54,Female,White,47,12907,364.14349,,,45-54
2016,"Merced County, CA",45-54,Male,White,78,13321,585.54163,,,45-54
2016,"Merced County, CA",55-64,Female,White,79,11403,692.80014,,,55-64
2016,"Merced County, CA",55-64,Male,Black or African American,15,645,Unreliable,,,55-64
2016,"Merced County, CA",55-64,Male,White,125,11132,1122.88897,,,55-64
2016,"Merced County, CA",65-74,Female,Asian or Pacific Islander,12,769,Unreliable,,,65-74
2016,"Merced County, CA",65-74,Female,White,137,7607,1800.97279,,,65-74
2016,"Merced County, CA",65-74,Male,Black or African American,14,338,Unreliable,,,65-74
2016,"Merced County, CA",65-74,Male,White,168,7063,2378.59267,,,65-74
2016,"Merced County, CA",75-84,Female,Asian or Pacific Islander,13,371,Unreliable,,,75-84
2016,"Merced County, CA",75-84,Female,White,188,4137,4544.35581,,,75-84
2016,"Merced County, CA",75-84,Male,Asian or Pacific Islander,13,275,Unreliable,,,75-84
2016,"Merced County, CA",75-84,Male,Black or African American,16,177,Unreliable,,,75-84
2016,"Merced County, CA",75-84,Male,White,186,3272,5684.59658,,,75-84
2016,"Merced County, CA",85+,Female,Asian or Pacific Islander,11,200,Unreliable,,,85+
2016,"Merced County, CA",85+,Female,White,278,1924,14449.06445,,,85+
2016,"Merced County, CA",85+,Male,Black or African American,11,57,Unreliable,,,85+
2016,"Merced County, CA",85+,Male,White,182,1149,15839.86075,,,85+
2016,"Modoc County, CA",55-64,Male,White,10,656,Unreliable,,,55-64
2016,"Modoc County, CA",65-74,Female,White,18,591,Unreliable,,,65-74
2016,"Modoc County, CA",65-74,Male,White,14,626,Unreliable,,,65-74
2016,"Modoc County, CA",75-84,Female,White,13,296,Unreliable,,,75-84
2016,"Modoc County, CA",75-84,Male,White,10,289,Unreliable,,,75-84
2016,"Modoc County, CA",85+,Female,White,21,121,17355.3719,,,85+
2016,"Modoc County, CA",85+,Male,White,13,109,Unreliable,,,85+
2016,"Mono County, CA",55-64,Male,White,10,1161,Unreliable,,,55-64
2016,"Monterey County, CA",1,Female,White,11,2654,Unreliable,,,1
2016,"Monterey County, CA",1,Male,White,11,2776,Unreliable,,,1
2016,"Monterey County, CA",15-24,Female,White,10,25313,Unreliable,,,15-24
2016,"Monterey County, CA",15-24,Male,White,44,27270,161.34947,,,15-24
2016,"Monterey County, CA",25-34,Female,White,11,25136,Unreliable,,,25-34
2016,"Monterey County, CA",25-34,Male,White,50,28196,177.33012,,,25-34
2016,"Monterey County, CA",35-44,Female,White,19,22139,Unreliable,,,35-44
2016,"Monterey County, CA",35-44,Male,White,43,25085,171.41718,,,35-44
2016,"Monterey County, CA",45-54,Female,White,50,20856,239.73916,,,45-54
2016,"Monterey County, CA",45-54,Male,White,71,22429,316.55446,,,45-54
2016,"Monterey County, CA",55-64,Female,Black or African American,10,869,Unreliable,,,55-64
2016,"Monterey County, CA",55-64,Female,White,100,20519,487.35318,,,55-64
2016,"Monterey County, CA",55-64,Male,White,178,19867,895.95812,,,55-64
2016,"Monterey County, CA",65-74,Female,Asian or Pacific Islander,13,1800,Unreliable,,,65-74
2016,"Monterey County, CA",65-74,Female,White,161,14113,1140.79218,,,65-74
2016,"Monterey County, CA",65-74,Male,Asian or Pacific Islander,14,1296,Unreliable,,,65-74
2016,"Monterey County, CA",65-74,Male,White,210,13178,1593.56503,,,65-74
2016,"Monterey County, CA",75-84,Female,Asian or Pacific Islander,20,997,2006.01805,,,75-84
2016,"Monterey County, CA",75-84,Female,Black or African American,11,286,Unreliable,,,75-84
2016,"Monterey County, CA",75-84,Female,White,242,7043,3436.03578,,,75-84
2016,"Monterey County, CA",75-84,Male,Asian or Pacific Islander,13,596,Unreliable,,,75-84
2016,"Monterey County, CA",75-84,Male,Black or African American,13,236,Unreliable,,,75-84
2016,"Monterey County, CA",75-84,Male,White,244,5715,4269.46632,,,75-84
2016,"Monterey County, CA",85+,Female,Asian or Pacific Islander,45,649,6933.74422,,,85+
2016,"Monterey County, CA",85+,Female,Black or African American,17,113,Unreliable,,,85+
2016,"Monterey County, CA",85+,Female,White,523,4418,11837.93572,,,85+
2016,"Monterey County, CA",85+,Male,Asian or Pacific Islander,29,307,9446.25407,,,85+
2016,"Monterey County, CA",85+,Male,Black or African American,14,105,Unreliable,,,85+
2016,"Monterey County, CA",85+,Male,White,312,2596,12018.48998,,,85+
2016,"Napa County, CA",35-44,Male,White,16,7538,Unreliable,,,35-44
2016,"Napa County, CA",45-54,Female,White,20,8162,245.03798,,,45-54
2016,"Napa County, CA",45-54,Male,White,21,8241,254.82344,,,45-54
2016,"Napa County, CA",55-64,Female,White,54,8639,625.07235,,,55-64
2016,"Napa County, CA",55-64,Male,White,73,8150,895.70552,,,55-64
2016,"Napa County, CA",65-74,Female,White,84,6778,1239.30363,,,65-74
2016,"Napa County, CA",65-74,Male,White,114,6277,1816.15421,,,65-74
2016,"Napa County, CA",75-84,Female,Asian or Pacific Islander,11,318,Unreliable,,,75-84
2016,"Napa County, CA",75-84,Female,White,114,3582,3182.57956,,,75-84
2016,"Napa County, CA",75-84,Male,White,134,3108,4311.45431,,,75-84
2016,"Napa County, CA",85+,Female,Asian or Pacific Islander,10,164,Unreliable,,,85+
2016,"Napa County, CA",85+,Female,White,262,2171,12068.17135,,,85+
2016,"Napa County, CA",85+,Male,White,232,1224,18954.24837,,,85+
2016,"Nevada County, CA",25-34,Male,White,11,4697,Unreliable,,,25-34
2016,"Nevada County, CA",35-44,Male,White,15,5160,Unreliable,,,35-44
2016,"Nevada County, CA",45-54,Female,White,14,5951,Unreliable,,,45-54
2016,"Nevada County, CA",45-54,Male,White,27,5759,468.83139,,,45-54
2016,"Nevada County, CA",55-64,Female,White,34,9285,366.18201,,,55-64
2016,"Nevada County, CA",55-64,Male,White,51,7903,645.32456,,,55-64
2016,"Nevada County, CA",65-74,Female,White,71,7646,928.59011,,,65-74
2016,"Nevada County, CA",65-74,Male,White,119,7438,1599.89244,,,65-74
2016,"Nevada County, CA",75-84,Female,White,116,3356,3456.49583,,,75-84
2016,"Nevada County, CA",75-84,Male,White,133,3107,4280.65658,,,75-84
